id,campaign_id,channel_id,metric_date,impressions,clicks,conversions,spend,revenue
6551,6,4,2026-08-07,27744,942,128,3011270,11402011
6552,6,2,2026-08-07,86496,5308,855,3442852,24403078
6553,7,1,2026-08-07,13015,648,96,2490186,11732520
6554,7,3,2026-08-07,90316,1864,195,2631690,14160181
6555,7,2,2026-08-07,79558,2252,292,2268037,6333039
6556,7,6,2026-08-07,66018,5014,547,2481670,11032738
6557,8,1,2026-08-07,99924,5269,223,3693208,30942263
6558,8,6,2026-08-07,36275,2564,270,6008904,44798502
6559,9,2,2026-08-07,102619,1904,287,895687,7188333
6560,9,3,2026-08-07,87824,4055,357,6477214,45085787
6561,9,6,2026-08-07,56020,1320,31,5290659,33119172
6562,10,6,2026-08-07,45568,2758,443,1533420,11184578
6563,10,4,2026-08-07,109307,2163,359,5314049,43758604
6564,1,1,2026-08-08,60671,1262,181,3972286,11921416
6565,1,4,2026-08-08,81193,1272,47,1681519,7416384
6566,1,3,2026-08-08,23191,1612,81,3783913,10461004
6567,1,6,2026-08-08,38334,2764,138,4331546,15118589
6568,2,5,2026-08-08,22519,528,25,4948833,23985331
6569,2,4,2026-08-08,15478,538,71,4896923,20920344
6570,2,2,2026-08-08,53749,954,89,3613747,25575064
6571,2,3,2026-08-08,85987,5188,632,4097175,22663645
6572,3,2,2026-08-08,89847,1802,60,2562293,8502942
6573,3,1,2026-08-08,56413,904,86,4396472,15464499
6574,3,5,2026-08-08,97478,7632,1272,868157,5912511
6575,4,5,2026-08-08,73002,4952,767,6506459,39649358
6576,4,3,2026-08-08,118657,7116,662,3015128,19472265
6577,4,2,2026-08-08,96426,4605,751,4408552,29598867
6578,5,5,2026-08-08,49566,1912,184,4236177,27367671
6579,5,2,2026-08-08,83750,5284,823,2053013,9936000
6580,5,6,2026-08-08,61957,1003,70,5549042,17192208
6581,5,1,2026-08-08,53361,3148,367,6421698,41971682
6582,6,3,2026-08-08,106171,3828,595,5079833,14396495
6583,6,1,2026-08-08,35983,1460,218,6524973,17307489
6584,7,5,2026-08-08,105597,5952,509,5607681,46448317
6585,7,3,2026-08-08,60775,4178,654,3816032,14382144
6586,8,6,2026-08-08,7240,600,43,986922,7187941
6587,8,4,2026-08-08,16412,316,31,1386581,6706225
6588,8,5,2026-08-08,91938,2322,161,5797895,24433915
6589,9,5,2026-08-08,119877,8856,1388,3196019,19158749
6590,9,1,2026-08-08,12980,683,121,5388057,33940529
6591,10,4,2026-08-08,49088,1316,84,2348263,12501628
6592,10,3,2026-08-08,64396,4654,796,3075386,8390895
6593,10,2,2026-08-08,63623,4403,382,6019385,48511531
6594,1,4,2026-08-09,119751,9517,1043,6587131,48042690
6595,1,2,2026-08-09,51218,3562,498,3070405,9077011
6596,1,6,2026-08-09,27352,2345,398,6545069,37993183
6597,2,4,2026-08-09,15786,1017,151,6783205,23872707
6598,2,6,2026-08-09,25682,2026,231,5622875,44683150
6599,2,1,2026-08-09,86417,3070,398,3891202,17380178
6600,3,2,2026-08-09,57089,2981,383,5205664,42692966
6601,3,5,2026-08-09,78890,4831,206,2179639,14142894
6602,4,3,2026-08-09,5120,99,6,1052258,4792963
6603,4,1,2026-08-09,98650,2087,84,1503783,7502529
6604,4,4,2026-08-09,101966,3975,644,2157037,16227258
6605,5,3,2026-08-09,84727,6804,544,2377503,10704128
6606,5,1,2026-08-09,85612,3109,97,1397573,9556739
6607,5,2,2026-08-09,103020,2840,179,4587602,21217671
6608,5,6,2026-08-09,7938,355,21,2510073,19605838
6609,6,1,2026-08-09,83488,4371,434,4065004,13672796
6610,6,5,2026-08-09,28535,1820,299,5360279,42124336
6611,7,6,2026-08-09,95641,5075,334,6271836,51596455
6612,7,2,2026-08-09,13645,696,103,3526191,9836726
6613,8,2,2026-08-09,13015,687,54,2660314,8036870
6614,8,6,2026-08-09,90210,3392,295,3906139,11036128
6615,9,6,2026-08-09,87635,5290,274,2166617,11542337
6616,9,1,2026-08-09,77525,4304,589,6039095,48017022
6617,10,5,2026-08-09,59460,3057,538,3766135,20683705
6618,10,2,2026-08-09,64989,4791,444,3789977,17253523
6619,1,4,2026-08-10,50690,1896,225,787986,2953500
6620,1,3,2026-08-10,71094,1657,120,6136875,24551855
6621,1,5,2026-08-10,51953,3785,512,1204951,9531711
6622,2,4,2026-08-10,31780,1845,146,2271652,16890894
6623,2,5,2026-08-10,75432,4629,648,1911792,12707461
6624,3,6,2026-08-10,31971,1355,188,885801,3869140
6625,3,1,2026-08-10,90829,4904,362,6888965,18400089
6626,4,2,2026-08-10,37820,616,25,6974328,35119348
6627,4,4,2026-08-10,55529,2665,359,2982896,18772713
6628,5,6,2026-08-10,45069,3430,330,1618576,5089085
6629,5,3,2026-08-10,60058,5221,574,2352553,16252761
6630,6,6,2026-08-10,96391,7798,1268,4105170,16402162
6631,6,2,2026-08-10,27841,1635,46,5054541,22559169
6632,6,4,2026-08-10,67650,5673,426,5892653,15918786
6633,7,6,2026-08-10,71485,4396,407,6745893,21384073
6634,7,3,2026-08-10,54052,3025,320,4752016,40003343
6635,8,5,2026-08-10,51954,4487,365,6383657,28744847
6636,8,1,2026-08-10,81333,1630,216,5198752,21615324
6637,8,3,2026-08-10,114603,8737,1092,2759589,23430623
6638,8,4,2026-08-10,61696,2088,149,2298640,17120267
6639,9,1,2026-08-10,14509,1271,59,1610392,13478593
6640,9,3,2026-08-10,116911,8219,658,4815964,22600689
6641,10,4,2026-08-10,70812,4184,593,5325751,35282891
6642,10,1,2026-08-10,105204,1933,314,2827161,13441745
6643,10,5,2026-08-10,10700,761,90,6620180,25627111
6644,1,2,2026-08-11,102373,2519,253,533697,1517713
6645,1,3,2026-08-11,95595,3653,117,4356376,34423447
6646,1,1,2026-08-11,9253,713,70,2563663,17192746
6647,2,1,2026-08-11,59212,1322,166,405502,2830064
6648,2,2,2026-08-11,81992,5030,745,6555854,19843369
6649,2,6,2026-08-11,40152,1656,118,1788868,9707783
6650,3,6,2026-08-11,118928,2903,318,3652193,19865429
6651,3,2,2026-08-11,70814,2859,98,3278432,21573167
6652,3,5,2026-08-11,60430,5018,414,4562170,13328006
6653,4,6,2026-08-11,95776,3771,579,5981965,29900257
6654,4,4,2026-08-11,117670,5483,600,5184410,40692015
6655,4,1,2026-08-11,10655,611,53,6560157,25807000
6656,5,4,2026-08-11,79537,6458,453,6135136,30552510
6657,5,1,2026-08-11,118196,9808,539,5224216,23536802
6658,5,3,2026-08-11,29625,860,53,3415949,27623542
6659,6,2,2026-08-11,57964,1162,47,1519068,9642184
6660,6,3,2026-08-11,61315,5074,467,6499816,51035824
6661,6,4,2026-08-11,78143,6092,803,3553376,21243514
6662,6,5,2026-08-11,77541,2932,284,6622194,49425828
6663,7,5,2026-08-11,79927,3745,209,3215079,11163455
6664,7,4,2026-08-11,87178,1640,218,3560493,21093147
6665,7,2,2026-08-11,113891,10158,496,3215415,23736906
6666,7,1,2026-08-11,100915,2108,126,2271831,5738523
6667,8,2,2026-08-11,41905,1902,317,6726940,17220218
6668,8,4,2026-08-11,68944,3053,536,6617844,40604655
6669,9,5,2026-08-11,94413,6030,927,3343561,21746994
6670,9,4,2026-08-11,34651,2630,54,6911203,23494189
6671,9,2,2026-08-11,30250,481,24,3799548,20223852
6672,9,6,2026-08-11,89039,6256,615,3434935,16657914
6673,10,3,2026-08-11,5244,393,63,6255368,16964610
6674,10,2,2026-08-11,117085,8293,787,454905,1732282
6675,10,6,2026-08-11,21706,827,85,6251283,32299975
6676,10,1,2026-08-11,118360,7942,642,6575934,47759815
6677,1,6,2026-08-12,108159,4392,378,1272540,7432570
6678,1,2,2026-08-12,95505,6824,150,2337046,17548475
6679,2,1,2026-08-12,92319,8204,1432,5847523,16973278
6680,2,4,2026-08-12,48888,1466,181,5875285,45520105
6681,2,3,2026-08-12,98083,2228,278,1672201,9222355
6682,2,5,2026-08-12,15302,765,112,551826,4059913
6683,3,6,2026-08-12,60561,2656,150,5760410,39287448
6684,3,4,2026-08-12,85829,3242,155,917717,5873631
6685,4,4,2026-08-12,81220,4357,321,1914762,7096700
6686,4,3,2026-08-12,94636,4906,136,1751502,11397125
6687,5,3,2026-08-12,52346,1643,199,1960402,12738237
6688,5,1,2026-08-12,19110,1232,55,2404982,16685372
6689,5,2,2026-08-12,21533,1688,154,6076922,27225425
6690,5,4,2026-08-12,64195,4961,561,3171450,8831275
6691,6,2,2026-08-12,70709,3472,103,6924369,20096968
6692,6,1,2026-08-12,96882,7688,643,1573078,6613585
6693,6,3,2026-08-12,116976,7216,1062,5363636,15734193
6694,6,6,2026-08-12,51601,1393,189,4539029,17828185
6695,7,2,2026-08-12,20834,744,70,4466216,22250400
6696,7,1,2026-08-12,80280,1741,146,1012178,5009529
6697,7,5,2026-08-12,51143,2456,378,1454826,8072631
6698,7,6,2026-08-12,26826,2331,308,6598786,31808618
6699,8,6,2026-08-12,78866,5124,121,1399245,8222437
6700,8,3,2026-08-12,78649,6228,702,2787244,10140749
6701,8,5,2026-08-12,116733,8270,504,2983011,15655170
6702,8,4,2026-08-12,114268,8645,739,3614237,10701558
6703,9,5,2026-08-12,115656,5524,663,438041,3137101
6704,9,6,2026-08-12,9451,642,72,1058363,7074772
6705,10,3,2026-08-12,29577,757,40,6146574,39381326
6706,10,4,2026-08-12,102156,7541,590,6648437,40202542
6707,10,5,2026-08-12,29676,1298,29,1281654,7657934
6708,10,6,2026-08-12,42326,910,110,557454,2781924
6709,1,5,2026-08-13,92995,2997,76,4754794,25943751
6710,1,3,2026-08-13,10451,936,84,306015,1993273
6711,2,2,2026-08-13,77165,6596,237,859448,2963084
6712,2,6,2026-08-13,104398,8714,1035,3622039,27580244
6713,3,2,2026-08-13,7287,218,19,2776636,19842031
6714,3,4,2026-08-13,70966,2255,368,3333297,16743699
6715,3,6,2026-08-13,5125,253,9,5575818,37241539
6716,4,4,2026-08-13,110582,4039,637,1925600,11618530
6717,4,3,2026-08-13,69109,3515,248,3580729,26541094
6718,4,6,2026-08-13,31375,1884,60,2407701,16504354
6719,5,5,2026-08-13,40461,3604,587,5784492,32948928
6720,5,3,2026-08-13,102814,8998,1214,720086,5062434
6721,6,5,2026-08-13,116389,3149,169,1092887,3627937
6722,6,4,2026-08-13,82305,6177,541,3819634,12477519
6723,6,1,2026-08-13,40667,3612,521,708555,4689588
6724,6,6,2026-08-13,78865,3121,88,418525,3179323
6725,7,4,2026-08-13,84743,6276,897,409019,1122884
6726,7,1,2026-08-13,14219,1190,151,592948,3085978
6727,7,3,2026-08-13,73033,3869,275,3592430,18487246
6728,8,2,2026-08-13,36983,2897,407,2245965,16668850
6729,8,3,2026-08-13,88391,7752,842,2617725,8187738
6730,8,4,2026-08-13,19065,1107,78,5125465,24437081
6731,8,6,2026-08-13,13871,752,32,1987182,16402876
6732,9,3,2026-08-13,90818,6763,324,5586993,16239063
6733,9,2,2026-08-13,16349,1430,161,651059,2394538
6734,9,6,2026-08-13,51317,3083,485,420800,2510888
6735,10,6,2026-08-13,42052,829,40,5037189,26147465
6736,10,5,2026-08-13,86901,6115,699,6412761,42320685
6737,1,2,2026-08-14,76072,5190,667,4228051,20443190
6738,1,5,2026-08-14,61387,1087,131,1686793,12734039
6739,2,5,2026-08-14,107380,9253,643,5733013,21640488
6740,2,3,2026-08-14,85202,6505,619,2127604,12132701
6741,2,1,2026-08-14,42587,1565,206,1930950,5074697
6742,2,4,2026-08-14,18096,964,82,1651236,10969963
6743,3,6,2026-08-14,6117,174,24,2333028,12968827
6744,3,2,2026-08-14,5578,281,21,2891386,16930344
6745,3,4,2026-08-14,77211,3044,169,1184490,3513285
6746,3,3,2026-08-14,66591,3542,102,3971808,29690257
6747,4,4,2026-08-14,82714,2088,277,5877526,34395850
6748,4,6,2026-08-14,84531,2122,53,2209824,6307838
6749,4,1,2026-08-14,25458,1395,247,4023795,17775269
6750,5,3,2026-08-14,70992,4388,725,2298393,15117572
6751,5,1,2026-08-14,6695,205,4,3973423,21586891
6752,5,6,2026-08-14,68199,1589,253,1723946,7064266
6753,6,4,2026-08-14,49774,3548,335,1888323,15183196
6754,6,2,2026-08-14,41936,2441,210,2470666,16524014
6755,6,6,2026-08-14,17418,1168,81,2219980,11578628
6756,6,5,2026-08-14,105337,2983,271,2820343,23508606
6757,7,6,2026-08-14,117206,4598,621,5791980,43797808
6758,7,5,2026-08-14,84107,4878,135,1243734,9201432
6759,7,2,2026-08-14,52880,4554,646,1164242,8631233
6760,8,6,2026-08-14,37722,2793,298,3188356,9397380
6761,8,4,2026-08-14,65286,3074,423,4447708,37623701
6762,8,5,2026-08-14,90066,3838,482,6599058,50772852
6763,9,1,2026-08-14,101368,3113,95,5189657,19928471
6764,9,5,2026-08-14,61874,2429,72,6670327,36081181
6765,9,2,2026-08-14,71734,6203,175,5547956,23829421
6766,9,3,2026-08-14,102720,8474,680,6072625,23964213
6767,10,5,2026-08-14,24756,824,98,3316254,11044585
6768,10,6,2026-08-14,105834,4135,118,947016,4167584
6769,1,6,2026-08-15,57747,1699,181,5667335,21055161
6770,1,4,2026-08-15,26782,2333,418,6499060,50323110
6771,1,2,2026-08-15,24050,1197,96,5879200,33229287
6772,2,4,2026-08-15,65646,5704,343,3806158,26034251
6773,2,2,2026-08-15,28575,2470,443,5606594,29806658
6774,2,6,2026-08-15,32409,2150,161,2641337,14045317
6775,2,3,2026-08-15,104277,5035,801,1855422,9238607
6776,3,5,2026-08-15,21102,1577,70,6372546,37798551
6777,3,2,2026-08-15,41768,909,133,1773886,14366623
6778,4,2,2026-08-15,29304,1205,156,2403073,18516274
6779,4,6,2026-08-15,17424,1452,112,3166605,14909459
6780,4,1,2026-08-15,13444,1051,124,2970073,17026339
6781,4,5,2026-08-15,74446,6073,1011,1017546,4139044
6782,5,1,2026-08-15,50502,2281,55,1629706,9013118
6783,5,2,2026-08-15,61504,3112,224,2839773,21941424
6784,6,3,2026-08-15,80965,6153,661,3490215,16270464
6785,6,4,2026-08-15,18141,852,125,5200736,35275301
6786,7,2,2026-08-15,107165,7548,593,4699900,23532200
6787,7,1,2026-08-15,116468,6463,1067,2931747,14118144
6788,7,6,2026-08-15,86934,2675,241,723950,4786276
6789,7,5,2026-08-15,73662,5657,966,1766655,6652167
6790,8,2,2026-08-15,73244,4383,544,2728332,13287963
6791,8,3,2026-08-15,119703,7760,643,954597,4658198
6792,8,4,2026-08-15,36992,600,65,3550123,9767390
6793,8,1,2026-08-15,66484,1783,148,1577156,8808253
6794,9,2,2026-08-15,96881,7924,553,711893,3981902
6795,9,6,2026-08-15,111160,4034,652,4491030,18807203
6796,10,6,2026-08-15,61768,4665,272,5769354,38909599
6797,10,1,2026-08-15,117518,10552,269,1097062,3144594
6798,1,1,2026-08-16,105742,4562,221,6606032,55005561
6799,1,4,2026-08-16,73702,2620,403,2867141,8412831
6800,1,5,2026-08-16,103321,1570,191,4106035,25424275
6801,1,6,2026-08-16,116874,10091,447,5122922,23626772
6802,2,6,2026-08-16,72036,2767,244,605220,2902573
6803,2,1,2026-08-16,106467,4907,132,5835007,42258815
6804,3,4,2026-08-16,43822,2033,46,1171608,6037513
6805,3,1,2026-08-16,85279,5501,285,5620076,35100507
6806,4,4,2026-08-16,14514,1267,109,5555349,30274645
6807,4,2,2026-08-16,76348,2793,496,2152614,16338813
6808,4,3,2026-08-16,24333,2024,179,769580,5963560
6809,4,5,2026-08-16,94560,3360,549,6794350,38381222
6810,5,3,2026-08-16,102325,3486,535,4166435,12322595
6811,5,6,2026-08-16,13869,876,19,4192773,29499079
6812,6,5,2026-08-16,36966,2387,57,3202935,20281509
6813,6,3,2026-08-16,103176,1783,157,4028791,12351127
6814,6,1,2026-08-16,75895,3072,518,5811803,21475791
6815,6,4,2026-08-16,20998,1101,36,4117501,24496932
6816,7,3,2026-08-16,27374,1566,231,4933894,32909081
6817,7,6,2026-08-16,43365,3101,349,1613774,4090464
6818,7,1,2026-08-16,107629,3066,531,4904290,14385997
6819,8,2,2026-08-16,19504,1528,243,4893125,12338076
6820,8,1,2026-08-16,111869,3003,351,1694560,7633969
6821,8,3,2026-08-16,10962,864,122,4303265,29778674
6822,8,5,2026-08-16,98382,2478,346,5334364,15363672
6823,9,3,2026-08-16,112260,9802,1372,3364985,9337715
6824,9,2,2026-08-16,104046,2874,172,3633911,26834626
6825,9,1,2026-08-16,108327,9531,1046,4543195,37534499
6826,9,4,2026-08-16,43756,811,134,5997293,45211938
6827,10,6,2026-08-16,38671,1190,134,2531513,8673366
6828,10,4,2026-08-16,100858,5765,444,4700203,12290778
6829,10,3,2026-08-16,34460,3063,317,5673454,22852451
6830,1,3,2026-08-17,58931,3780,577,5255847,33601140
6831,1,5,2026-08-17,72546,2825,65,780047,5478810
6832,2,6,2026-08-17,91611,2101,238,2942017,9436550
6833,2,5,2026-08-17,21417,1785,168,1729380,5410600
6834,2,4,2026-08-17,85516,1616,97,2457177,13079852
6835,3,2,2026-08-17,14400,725,70,2409100,18368568
6836,3,5,2026-08-17,6295,108,14,3290914,16016574
6837,3,1,2026-08-17,94076,7688,999,4745603,23143204
6838,3,3,2026-08-17,93369,7937,1116,4316992,18401732
6839,4,5,2026-08-17,54419,4675,424,2138127,10396745
6840,4,4,2026-08-17,100631,1947,129,6968339,37070035
6841,4,6,2026-08-17,18570,484,52,4856953,12188196
6842,5,5,2026-08-17,70676,4449,342,1413661,10239291
6843,5,6,2026-08-17,93916,8058,967,339821,1473741
6844,5,2,2026-08-17,81135,2720,213,3673510,9585242
6845,6,5,2026-08-17,62823,2702,352,3911789,19607506
6846,6,3,2026-08-17,42967,3696,627,2120566,13780787
6847,6,4,2026-08-17,17929,843,70,4689253,13678481
6848,7,2,2026-08-17,37570,1516,148,2545059,8756001
6849,7,3,2026-08-17,113785,9209,943,6640662,41037024
6850,7,1,2026-08-17,6497,199,23,3302250,13017391
6851,8,2,2026-08-17,73408,4698,831,1878786,6735527
6852,8,4,2026-08-17,110617,6295,597,2285917,9696125
6853,8,1,2026-08-17,118387,2043,68,5495914,40439375
6854,9,6,2026-08-17,48128,1704,167,5936827,45811939
6855,9,3,2026-08-17,63920,5063,131,6682481,40300586
6856,9,4,2026-08-17,85734,1542,273,4148869,23665383
6857,10,3,2026-08-17,80361,4094,377,5413686,26038076
6858,10,6,2026-08-17,107209,9081,1145,6787036,44950571
6859,10,4,2026-08-17,7783,317,16,3667739,21084396
6860,10,2,2026-08-17,116269,8103,287,729315,4093887
6861,1,1,2026-08-18,93398,4881,787,3901351,24381091
6862,1,3,2026-08-18,41426,3387,84,6284513,50096652
6863,1,6,2026-08-18,110528,2520,326,5838461,42375262
6864,1,5,2026-08-18,64810,4188,621,5982695,40762813
6865,2,5,2026-08-18,71361,3546,202,2374058,10325292
6866,2,1,2026-08-18,14193,339,21,3083454,15842546
6867,2,4,2026-08-18,77867,6524,568,1225904,9985399
6868,2,2,2026-08-18,55467,2195,211,1640608,9507816
6869,3,5,2026-08-18,115233,8384,1294,1694575,12873647
6870,3,2,2026-08-18,104370,5966,731,4779751,26543616
6871,4,2,2026-08-18,57996,982,102,1138194,7755945
6872,4,3,2026-08-18,50570,3327,364,3107956,24099112
6873,4,1,2026-08-18,30336,1513,85,6223676,45238688
6874,4,5,2026-08-18,33115,1628,141,1340008,7608128
6875,5,5,2026-08-18,7857,408,16,6602999,41159935
6876,5,4,2026-08-18,38482,1313,175,1100928,4542319
6877,5,6,2026-08-18,45032,683,20,6459208,26678928
6878,6,3,2026-08-18,24529,806,127,1332111,3737233
6879,6,4,2026-08-18,60418,2321,334,4029012,28655889
6880,6,1,2026-08-18,84595,4354,494,4696088,32607313
6881,7,6,2026-08-18,70968,4586,334,6944023,30088622
6882,7,5,2026-08-18,64434,5431,753,2469487,20914915
6883,8,4,2026-08-18,20061,1500,184,5304289,28551096
6884,8,5,2026-08-18,30546,2319,197,2998639,25340679
6885,8,2,2026-08-18,63373,4433,348,4170854,31356029
6886,8,6,2026-08-18,97044,8576,1086,6398842,25341496
6887,9,4,2026-08-18,47285,1374,156,6137279,20604387
6888,9,1,2026-08-18,89876,6160,177,3908479,26027388
6889,9,5,2026-08-18,69954,3460,378,1936110,13142880
6890,9,3,2026-08-18,5265,382,14,2728298,22018237
6891,10,1,2026-08-18,50900,2202,323,692095,2949087
6892,10,3,2026-08-18,31342,2586,220,3628983,27508905
6893,10,6,2026-08-18,65928,2730,264,305014,1563779
6894,10,4,2026-08-18,25414,2061,231,6227596,43032012
6895,1,1,2026-08-19,32917,2323,167,3742976,28970917
6896,1,4,2026-08-19,104755,3893,700,4146337,14278761
6897,1,5,2026-08-19,99463,6023,143,2767168,10415496
6898,2,6,2026-08-19,58372,2897,120,1708866,12968783
6899,2,1,2026-08-19,62462,1099,151,2917336,11609387
6900,2,4,2026-08-19,14419,644,114,2247285,13365329
6901,2,3,2026-08-19,46755,2490,446,2587650,20221813
6902,3,3,2026-08-19,12101,931,75,4220777,35593711
6903,3,4,2026-08-19,72157,1935,240,6021478,22429923
6904,4,1,2026-08-19,98064,7321,557,5862683,43259845
6905,4,4,2026-08-19,56494,4704,272,547562,3673828
6906,4,6,2026-08-19,119143,10639,598,1433016,4912914
6907,4,2,2026-08-19,106030,6934,1043,6274476,31948112
6908,5,4,2026-08-19,42550,2731,196,6473038,40841952
6909,5,6,2026-08-19,41400,1107,194,1255624,8349443
6910,5,3,2026-08-19,58985,5210,335,3109680,11947332
6911,6,5,2026-08-19,14604,729,92,3367655,19613637
6912,6,4,2026-08-19,13884,457,79,568621,4674876
6913,7,2,2026-08-19,34304,1487,221,4980190,35076713
6914,7,6,2026-08-19,90657,5168,348,3087102,23131509
6915,7,1,2026-08-19,22482,1026,72,553104,2844505
6916,8,3,2026-08-19,52732,4603,207,3432990,9326429
6917,8,6,2026-08-19,57229,3140,509,2539225,10755554
6918,8,4,2026-08-19,21607,1575,118,5950819,35824371
6919,8,1,2026-08-19,114755,9044,1191,5243629,26764076
6920,9,3,2026-08-19,57054,3409,545,2367868,10375640
6921,9,5,2026-08-19,8270,145,17,3107886,20179728
6922,10,3,2026-08-19,68251,5120,881,6635828,34376346
6923,10,1,2026-08-19,52609,1087,123,4281417,33245065
6924,1,5,2026-08-20,13770,1069,50,1959984,8041244
6925,1,3,2026-08-20,118810,4020,638,4745629,30268543
6926,1,2,2026-08-20,92692,1850,331,3849307,25506688
6927,2,2,2026-08-20,59640,4308,359,6031459,28711204
6928,2,3,2026-08-20,46922,1227,161,3919941,27910481
6929,3,2,2026-08-20,21712,1704,249,6790941,35298721
6930,3,6,2026-08-20,102184,6717,236,320225,1006552
6931,4,6,2026-08-20,99442,4793,567,4789952,19805577
6932,4,1,2026-08-20,106501,8307,965,5822186,23326132
6933,4,2,2026-08-20,63646,4620,793,4945638,32127644
6934,4,3,2026-08-20,118315,7523,1135,1301481,9574974
6935,5,5,2026-08-20,103838,8768,525,6405465,16559601
6936,5,1,2026-08-20,116631,1907,195,5272514,32416218
6937,5,4,2026-08-20,6562,260,32,4560305,12544500
6938,6,3,2026-08-20,30243,945,126,511075,2320023
6939,6,1,2026-08-20,9368,528,73,6129060,41863169
6940,7,3,2026-08-20,98087,3099,536,4647087,31711484
6941,7,4,2026-08-20,91152,4321,640,5251786,14328021
6942,8,1,2026-08-20,13976,311,41,5068048,21897840
6943,8,2,2026-08-20,7888,644,111,929869,3221605
6944,9,4,2026-08-20,106682,3666,369,1550174,10438741
6945,9,6,2026-08-20,99907,6947,768,1895059,9246436
6946,9,5,2026-08-20,25800,486,73,2543752,15851044
6947,10,3,2026-08-20,14810,1163,95,5154696,17483763
6948,10,5,2026-08-20,37072,1179,160,2478660,17277555
6949,10,6,2026-08-20,53423,2473,321,4456020,30267977
6950,10,4,2026-08-20,119255,2861,249,3273114,17824763
6951,1,6,2026-08-21,42409,3753,449,781005,3373346
6952,1,1,2026-08-21,70707,4082,573,2738582,17514523
6953,1,2,2026-08-21,57158,2017,53,3534808,11894656
6954,1,5,2026-08-21,99910,6792,748,3009201,10954037
6955,2,2,2026-08-21,8010,403,17,2575123,20240655
6956,2,6,2026-08-21,77428,6489,530,1088740,8711144
6957,3,1,2026-08-21,111790,8717,1261,4410480,17676200
6958,3,2,2026-08-21,76314,3416,343,411745,2728624
6959,3,3,2026-08-21,117098,6182,693,2919695,22794274
6960,4,5,2026-08-21,53364,1886,283,2642549,19931149
6961,4,2,2026-08-21,93516,5884,602,3260090,19194076
6962,5,1,2026-08-21,61802,3763,299,5444101,20017236
6963,5,5,2026-08-21,53556,3471,401,1491783,12249380
6964,5,2,2026-08-21,62093,4136,174,3775551,21646121
6965,5,6,2026-08-21,15866,1197,113,2235217,17735663
6966,6,5,2026-08-21,85350,6014,797,3188931,26441058
6967,6,2,2026-08-21,88201,7872,1209,6578025,47193910
6968,7,2,2026-08-21,72360,1181,186,4470258,13339224
6969,7,6,2026-08-21,8504,395,43,3343845,25765267
6970,8,2,2026-08-21,91578,6582,433,4115401,15800090
6971,8,4,2026-08-21,52809,3433,221,5690002,23848200
6972,9,5,2026-08-21,9017,637,31,2299285,15901248
6973,9,1,2026-08-21,21213,1633,145,5861477,40974586
6974,10,5,2026-08-21,60316,3798,659,2455935,13075804
6975,10,1,2026-08-21,89659,5613,786,6276299,50588889
6976,10,4,2026-08-21,15416,996,29,312891,1817216
6977,1,3,2026-08-22,27730,1235,181,5688933,32868055
6978,1,2,2026-08-22,66443,4542,661,6616077,30266928
6979,1,4,2026-08-22,34057,992,167,2669792,8956624
6980,1,6,2026-08-22,47533,1467,82,5467091,17921292
6981,2,2,2026-08-22,67507,3296,161,4126780,16562933
6982,2,3,2026-08-22,63445,4160,115,1194651,7705756
6983,2,4,2026-08-22,73310,3989,299,1082107,3353281
6984,3,5,2026-08-22,9567,306,24,4756404,18463207
6985,3,3,2026-08-22,113410,5071,722,4403592,25329991
6986,3,4,2026-08-22,71256,5735,276,6874745,17839187
6987,4,6,2026-08-22,95185,5895,952,6774815,39718539
6988,4,3,2026-08-22,53300,3451,506,2909472,15078174
6989,4,4,2026-08-22,67233,1290,104,6185133,50798975
6990,4,2,2026-08-22,113710,3790,433,4714291,21412300
6991,5,6,2026-08-22,24688,2204,373,2904550,14359555
6992,5,1,2026-08-22,116696,5423,685,5714059,30542816
6993,6,4,2026-08-22,73857,4788,148,6689722,39583351
6994,6,6,2026-08-22,108205,5149,694,6560353,52594666
6995,6,5,2026-08-22,119440,3805,425,5487517,37380308
6996,7,3,2026-08-22,13472,318,34,6577384,33737804
6997,7,5,2026-08-22,35101,3034,221,5587881,15701690
6998,7,2,2026-08-22,86103,3104,168,4388739,26006279
6999,7,6,2026-08-22,23040,1038,53,6859369,41159490
7000,8,3,2026-08-22,93993,4686,158,4315549,25132598
7001,8,5,2026-08-22,87793,2328,368,1433681,3759042
7002,8,4,2026-08-22,77108,5309,210,6918563,18548319
7003,9,3,2026-08-22,59554,3556,295,2982146,8990692
7004,9,2,2026-08-22,69021,2709,201,2425321,18680415
7005,9,4,2026-08-22,105560,7558,202,6166026,30122461
7006,9,6,2026-08-22,17865,1115,162,417609,2707275
7007,10,1,2026-08-22,87727,7501,767,4357967,34433453
7008,10,3,2026-08-22,40769,1090,52,5948783,46988507
7009,1,6,2026-08-23,60514,2494,312,5493862,23538264
7010,1,5,2026-08-23,72669,2171,59,3196848,10197312
7011,1,4,2026-08-23,21291,1255,56,3084073,8893466
7012,2,2,2026-08-23,47932,1553,138,3430112,22477795
7013,2,3,2026-08-23,94108,4828,439,2402946,19029418
7014,2,6,2026-08-23,108155,8280,679,6751172,30439944
7015,2,1,2026-08-23,116962,5983,165,5883590,17165924
7016,3,6,2026-08-23,83546,1830,36,4304579,12698823
7017,3,5,2026-08-23,94879,5890,935,550367,4531406
7018,3,4,2026-08-23,59124,1265,158,5135371,31212680
